title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox
SEAT Ibiza,17899,18746,2022,1.0,Petrol,Hatchback,1.0L,Automatic
Vauxhall Crossland X Hatchback,10999,26000,2019,1.0,Petrol,SUV,1.2L,Manual
Ford Focus Diesel Hatchback,15999,21000,2020,1.0,Diesel,Hatchback,1.5L,Manual
Mercedes-Benz GLE Class,33900,92000,2019,1.0,Diesel,SUV,2.0L,Automatic
Mazda MAZDA6 TOURER,23910,23178,2020,1.0,Petrol,Estate,2.5L,Automatic
Peugeot 108,8695,25846,2018,1.0,Petrol,Hatchback,1.2L,Manual
Vauxhall Crossland X,13499,19632,2020,1.0,Petrol,SUV,1.2L,Manual
Hyundai i20,1850,105472,2009,4.0,Petrol,Hatchback,1.2L,Manual
MINI Hatch Cooper,6995,57237,2014,2.0,Diesel,Hatchback,1.5L,Manual
KIA Sportage Estate,15862,29246,2019,2.0,Petrol,SUV,1.6L,Manual
BMW 5 Series,12999,85000,2014,2.0,Diesel,Saloon,2.0L,Automatic
Volvo V60,9990,70325,2016,3.0,Diesel,Estate,2.0L,Manual
BMW X3 Series,28240,45155,2019,1.0,Diesel,SUV,2.0L,Automatic
Audi Q5,9990,96000,2012,2.0,Diesel,SUV,2.0L,Automatic
Vauxhall Corsa,13995,6461,2020,1.0,Petrol,Hatchback,1.2L,Manual
Toyota Yaris,13000,51179,2019,1.0,Petrol Hybrid,Hatchback,1.5L,Automatic
Citroen C3 AIRCROSS,9500,49047,2018,2.0,Diesel,SUV,1.6L,Manual
Ford Fiesta,10699,41485,2020,1.0,Petrol,Hatchback,1.0L,Manual
Jeep Renegade,10300,61000,2015,2.0,Petrol,SUV,1.4L,Manual
KIA Xceed Hatchback,18499,4000,2021,1.0,Petrol,SUV,1.0L,Manual
Vauxhall Crossland X,13599,17782,2020,1.0,Petrol,SUV,1.2L,Manual
Vauxhall Astra,10600,30407,2019,1.0,Diesel,Hatchback,1.6L,Manual
Nissan Qashqai,14999,30287,2019,1.0,Diesel,SUV,1.5L,Manual
Peugeot 508,17999,58256,2021,2.0,Petrol,Estate,1.6L,Automatic
MINI Hatch,11999,33156,2018,1.0,Petrol,Hatchback,1.5L,Manual
Renault Clio,500,138061,2007,5.0,Petrol,Hatchback,1.4L,Manual
Ford Focus,750,124512,2007,3.0,Diesel,Hatchback,1.6L,Manual
SEAT Ibiza,400,120842,2010,4.0,Diesel,Hatchback,1.2L,Manual
Ford Fiesta,499,111875,2007,4.0,Petrol,Hatchback,1.4L,Manual
Peugeot 307 CC,700,114053,2006,1.0,Petrol,Convertible,1.6L,Manual
Mazda MX-5,799,131848,2004,4.0,Petrol,Convertible,1.8L,Manual
Ford KA,700,70321,2008,6.0,Petrol,Hatchback,1.3L,Manual
Vauxhall Corsa,850,92000,2009,3.0,Petrol,Hatchback,1.4L,Manual
Toyota Verso,1575,118000,2010,3.0,Diesel,MPV,2.0L,Manual
MINI Hatch,11999,33156,2018,1.0,Petrol,Hatchback,1.5L,Manual
MINI Convertible,1000,93552,2004,4.0,Petrol,Convertible,1.6L,Manual
Audi A4,950,127000,2009,5.0,Petrol,Saloon,1.8L,Manual
Renault Clio,800,103200,2008,3.0,Petrol,Hatchback,1.2L,Manual
Peugeot 206,950,62694,2005,4.0,Petrol,Hatchback,1.4L,Manual
Peugeot 207,1990,81000,2012,4.0,Petrol,Hatchback,1.4L,Manual
Peugeot 207,1500,48000,2008,3.0,Diesel,Hatchback,1.6L,Manual
Vauxhall Corsa,1000,99513,2008,3.0,Petrol,Hatchback,1.2L,Manual
Mitsubishi Outlander,795,98000,2012,5.0,Diesel,SUV,2.2L,Manual
Honda Civic,699,159630,2004,1.0,Petrol,Hatchback,1.4L,Manual
Peugeot 208,2990,91000,2014,2.0,Diesel,Hatchback,1.4L,Manual
Audi A6 Allroad,595,174009,2003,1.0,Diesel,Estate,2.5L,Automatic
Peugeot 207,945,89500,2011,5.0,Petrol,Hatchback,1.6L,Manual
Vauxhall Zafira,1500,77175,2006,3.0,Petrol,MPV,1.8L,Manual
SKODA Octavia,799,117072,2005,4.0,Diesel,Hatchback,1.9L,Manual
Vauxhall Tigra,800,99464,2008,5.0,Petrol,Convertible,1.4L,Manual
SEAT Toledo,700,168870,2001,1.0,Diesel,Saloon,1.9L,Manual
Vauxhall Corsa,1000,78648,2005,1.0,Petrol,Hatchback,1.2L,Manual
Volkswagen Polo,2999,121639,2010,3.0,Petrol,Hatchback,1.2L,Manual
Fiat Punto EVO,1989,75000,2010,4.0,Petrol,Hatchback,1.4L,Manual
Vauxhall Astra,875,175000,2010,5.0,Diesel,Hatchback,1.7L,Manual
Vauxhall Astra,1990,64000,2010,5.0,Petrol,Hatchback,1.6L,Manual
Ford Streetka,990,91000,2003,8.0,Petrol,Convertible,1.6L,Manual
MINI Hatch,2490,111000,2010,6.0,Diesel,Hatchback,1.6L,Manual
Mitsubishi Outlander,795,98000,2012,5.0,Diesel,SUV,2.2L,Manual
Nissan Qashqai+2,1895,129100,2013,6.0,Diesel,SUV,1.5L,Manual
KIA RIO,2990,26000,2010,1.0,Petrol,Hatchback,1.4L,Manual
Ford Fiesta,1295,116000,2007,3.0,Petrol,Hatchback,1.3L,Manual
Vauxhall Insignia,1495,168100,2013,4.0,Diesel,Hatchback,2.0L,Manual
Toyota Verso,1575,118000,2010,3.0,Diesel,MPV,2.0L,Manual
Vauxhall Adam,1295,70984,2013,8.0,Petrol,Hatchback,1.4L,Manual
Vauxhall Astra,2499,100000,2015,4.0,Diesel,Hatchback,1.6L,Manual
Peugeot 208,2199,100000,2014,4.0,Petrol,Hatchback,1.2L,Manual
Peugeot 207,1990,81000,2012,4.0,Petrol,Hatchback,1.4L,Manual
Suzuki Swift,10707,11589,2020,1.0,Petrol Hybrid,Hatchback,1.2L,Manual
Ford Fiesta,1490,104000,2005,5.0,Petrol,Hatchback,1.4L,Manual
Vauxhall Astra,1370,115826,2010,1.0,Petrol,Hatchback,1.4L,Manual
SEAT Ibiza,2450,98000,2012,2.0,Petrol,Hatchback,1.4L,Manual
Vauxhall Astra,3480,101000,2016,1.0,Petrol,Hatchback,1.4L,Manual
Mitsubishi Outlander,795,98000,2012,5.0,Diesel,SUV,2.2L,Manual
Jeep Patriot,1000,112654,2008,4.0,Diesel,SUV,2.0L,Manual
Vauxhall Corsa,3350,88000,2015,3.0,Petrol,Hatchback,1.4L,Manual
Mitsubishi Outlander,795,98000,2012,5.0,Diesel,SUV,2.2L,Manual
Ford Ecosport,3850,98000,2014,3.0,Diesel,SUV,1.5L,Manual
Ford Mondeo,899,149154,2007,4.0,Petrol,Hatchback,2.0L,Manual
Renault Clio,1295,123000,2009,3.0,Petrol,Hatchback,1.2L,Manual
Honda Jazz,1990,93000,2002,5.0,Petrol,Hatchback,1.4L,Automatic
Mitsubishi Outlander,795,98000,2012,5.0,Diesel,SUV,2.2L,Manual
Suzuki Swift,10707,11589,2020,1.0,Petrol Hybrid,Hatchback,1.2L,Manual
MINI Hatch,11999,33156,2018,1.0,Petrol,Hatchback,1.5L,Manual
MG TF,1800,40000,2004,4.0,Petrol,Convertible,1.6L,Manual
Volkswagen Polo,4310,67710,2013,2.0,Petrol,Hatchback,1.2L,Manual
Ford Fiesta,995,83653,2006,5.0,Petrol,Hatchback,1.3L,Manual
Renault Clio,2400,62203,2013,6.0,Petrol,Hatchback,1.2L,Manual
Citroen Xsara Picasso,995,110000,2007,3.0,Diesel,MPV,1.6L,Manual
Nissan Qashqai+2,2500,94932,2009,2.0,Diesel,SUV,2.0L,Manual
Peugeot 207 SW,895,114312,2008,9.0,Petrol,Estate,1.4L,Manual
Fiat Punto EVO,2250,86997,2011,2.0,Petrol,Hatchback,1.4L,Manual
Fiat Punto EVO,1989,75000,2010,4.0,Petrol,Hatchback,1.4L,Manual
Ford Fiesta,9990,61981,2018,2.0,Petrol,Hatchback,1.0L,Manual
Fiat Multipla,1985,106000,2007,5.0,Diesel,MPV,1.9L,Manual
Honda Jazz,994,127000,2007,3.0,Petrol,Hatchback,1.4L,Manual
KIA Soul,1989,97000,2010,3.0,Diesel,SUV,1.6L,Manual
Vauxhall Corsa,1000,76874,2006,4.0,Petrol,Hatchback,1.2L,Manual
Mitsubishi Outlander,795,98000,2012,5.0,Diesel,SUV,2.2L,Manual
Ford Fiesta,9990,61981,2018,2.0,Petrol,Hatchback,1.0L,Manual
SEAT Leon,3000,126000,2014,7.0,Diesel,Hatchback,1.6L,Manual
Ford Focus,1399,117000,2010,4.0,Petrol,Hatchback,1.6L,Manual
Honda Accord,950,192567,2007,5.0,Diesel,Saloon,2.2L,Manual
BMW 1 Series,3995,137000,2012,3.0,Diesel,Coupe,2.0L,Manual
Volkswagen Lupo,1750,86336,2000,3.0,Petrol,Hatchback,1.4L,Manual
Ford Focus,1499,77000,2007,4.0,Petrol,Hatchback,1.8L,Manual
Volkswagen Passat,1290,160000,2002,5.0,Diesel,Estate,1.9L,Manual
SEAT Ibiza,2489,110000,2012,2.0,Petrol,Hatchback,1.4L,Manual
Ford Mondeo,1895,118000,2010,4.0,Diesel,Hatchback,1.8L,Manual
Mazda Mazda2,2000,114000,2011,5.0,Petrol,Hatchback,1.3L,Manual
Peugeot 206 CC,1100,48276,2003,5.0,Petrol,Convertible,1.6L,Manual
Peugeot 207,1990,81000,2012,4.0,Petrol,Hatchback,1.4L,Manual
Vauxhall Astra,4999,60139,2015,2.0,Petrol,Hatchback,1.6L,Manual
Toyota Yaris,1495,90285,2007,3.0,Petrol,Hatchback,1.3L,Manual
Renault Megane,2495,106500,2015,3.0,Diesel,Hatchback,1.5L,Manual
Citroen C1,1795,79000,2008,3.0,Petrol,Hatchback,1.0L,Manual
Vauxhall Astra,1299,96000,2006,5.0,Petrol,Hatchback,1.4L,Manual
Land Rover Discovery Sport,15700,70000,2017,1.0,Diesel,SUV,2.0L,Automatic
Fiat 500,2500,107000,2011,2.0,Petrol,Hatchback,1.2L,Manual
Ford Ecosport,3850,98000,2014,3.0,Diesel,SUV,1.5L,Manual
Vauxhall Astra,4999,60139,2015,2.0,Petrol,Hatchback,1.6L,Manual
Ford Focus,3495,79567,2013,1.0,Petrol,Hatchback,1.0L,Manual
KIA Picanto,2450,78582,2011,3.0,Petrol,Hatchback,1.0L,Manual
Vauxhall Astra,3250,118000,2017,1.0,Diesel,Estate,1.6L,Manual
MINI Hatch,999,95942,2009,7.0,Petrol,Hatchback,1.4L,Manual
Toyota Verso,1575,118000,2010,3.0,Diesel,MPV,2.0L,Manual
Vauxhall Insignia,1999,120000,2010,3.0,Diesel,Estate,2.0L,Automatic
Audi A3,1250,190000,2009,3.0,Diesel,Hatchback,1.9L,Manual
SKODA Fabia,999,85010,2001,3.0,Petrol,Hatchback,1.4L,Manual
Vauxhall Tigra,999,77000,2005,3.0,Petrol,Convertible,1.4L,Manual
Ford Focus,1190,94519,2006,1.0,Petrol,Hatchback,1.6L,Manual
SEAT Ibiza,1995,137580,2010,3.0,Petrol,Hatchback,1.4L,Manual
Vauxhall Insignia,1500,136000,2011,4.0,Diesel,Estate,2.0L,Manual
Volkswagen Golf Plus,1995,86000,2010,5.0,Diesel,Hatchback,1.6L,Manual
Vauxhall Astra,1000,90081,2002,4.0,Petrol,Hatchback,1.6L,Automatic
Renault Clio,993,104000,2008,2.0,Petrol,Hatchback,1.2L,Manual
MINI Hatch,11999,33156,2018,1.0,Petrol,Hatchback,1.5L,Manual
Renault Clio,3995,95000,2013,4.0,Petrol,Hatchback,1.2L,Manual
Ford C-max,1350,111000,2008,5.0,Diesel,MPV,1.8L,Manual
Peugeot 207 CC,2000,48000,2011,4.0,Petrol,Convertible,1.6L,Manual
Volkswagen Passat,2990,129000,2010,5.0,Diesel,Saloon,2.0L,Automatic
Suzuki Swift,10707,11589,2020,1.0,Petrol Hybrid,Hatchback,1.2L,Manual
Honda Civic,1795,69000,2004,3.0,Diesel,Hatchback,1.7L,Manual
Citroen C1,993,135000,2006,4.0,Petrol,Hatchback,1.0L,Manual
Vauxhall Astra,4999,60139,2015,2.0,Petrol,Hatchback,1.6L,Manual
Renault Clio,3500,85434,2014,4.0,Diesel,Hatchback,1.5L,Manual
Renault Clio,500,115083,2007,7.0,Petrol,Hatchback,1.2L,Manual
Volvo V50,2299,153092,2009,2.0,Diesel,Estate,2.4L,Automatic
Peugeot 207,1450,94700,2009,1.0,Petrol,Hatchback,1.4L,Manual
Nissan Qashqai,3989,76000,2012,4.0,Diesel,SUV,1.5L,Manual
Alfa Romeo 159,2489,68000,2008,2.0,Diesel,Saloon,2.4L,Automatic
Suzuki Swift,10707,11589,2020,1.0,Petrol Hybrid,Hatchback,1.2L,Manual
Honda Jazz,975,136000,2006,6.0,Petrol,Hatchback,1.4L,Manual
Renault Grand Scenic,2500,65500,2010,3.0,Diesel,MPV,1.5L,Manual
Mazda Mazda2,2480,90000,2010,3.0,Petrol,Hatchback,1.3L,Manual
Suzuki Swift,10707,11589,2020,1.0,Petrol Hybrid,Hatchback,1.2L,Manual
Nissan Qashqai,1695,115000,2009,1.0,Diesel,Hatchback,1.5L,Manual
Honda Civic,1880,71360,2004,2.0,Petrol,Hatchback,1.6L,Automatic
Ford Fiesta,2799,65000,2009,3.0,Petrol,Hatchback,1.3L,Manual
Renault Clio,1990,60160,2009,1.0,Petrol,Hatchback,1.2L,Manual
Vauxhall Astra,4999,60139,2015,2.0,Petrol,Hatchback,1.6L,Manual
Peugeot 207 SW,1450,115000,2009,9.0,Petrol,Estate,1.4L,Manual
MINI Hatch,3490,129000,2011,6.0,Diesel,Hatchback,2.0L,Automatic
Volkswagen Golf,2500,98785,2009,3.0,Diesel,Hatchback,2.0L,Manual
Ford Ecosport,3850,98000,2014,3.0,Diesel,SUV,1.5L,Manual
Ford Fiesta,9990,61981,2018,2.0,Petrol,Hatchback,1.0L,Manual
Ford Focus,6000,64000,2014,2.0,Petrol,Hatchback,1.0L,Manual
Hyundai Amica,1100,54000,2007,3.0,Petrol,Hatchback,1.1L,Manual
Mitsubishi Outlander,1995,132000,2007,3.0,Diesel,SUV,2.0L,Manual
Fiat 500,2500,64000,2013,7.0,Petrol,Hatchback,1.2L,Manual
Vauxhall Astra,4190,76000,2013,2.0,Diesel,Hatchback,2.0L,Manual
BMW 1 Series,3495,98800,2013,4.0,Diesel,Hatchback,2.0L,Manual
Peugeot 207,1990,81000,2012,4.0,Petrol,Hatchback,1.4L,Manual
MINI Hatch,11999,33156,2018,1.0,Petrol,Hatchback,1.5L,Manual
Ford Fiesta,9990,61981,2018,2.0,Petrol,Hatchback,1.0L,Manual
Land Rover Range Rover Evoque,6495,160214,2014,3.0,Diesel,SUV,2.2L,Manual
Lexus IS 250,2795,72000,2007,2.0,Petrol,Saloon,2.5L,Manual
Ford Fiesta,1500,93000,2008,3.0,Diesel,Hatchback,1.6L,Manual
MINI Hatch,2195,87000,2007,8.0,Petrol,Hatchback,1.4L,Manual
Ford KA,995,50879,2007,3.0,Petrol,Hatchback,1.3L,Manual
Jeep Patriot,1000,112654,2008,4.0,Diesel,SUV,2.0L,Manual
Ford Fiesta,9990,61981,2018,2.0,Petrol,Hatchback,1.0L,Manual
Ford Focus,1095,143500,2011,4.0,Diesel,Hatchback,1.6L,Manual
Peugeot 3008,1390,107000,2010,6.0,Diesel,SUV,1.6L,Manual
Citroen C4,2250,107000,2011,3.0,Petrol,Hatchback,1.6L,Manual
Vauxhall Zafira,1675,119000,2013,3.0,Petrol,MPV,1.6L,Manual
Mitsubishi Shogun Sport,2495,123000,2005,7.0,Diesel,SUV,2.5L,Manual
Toyota Verso,1575,118000,2010,3.0,Diesel,MPV,2.0L,Manual
Ford C-max,2985,111866,2011,2.0,Petrol,MPV,1.6L,Manual
SEAT Ibiza,2495,88126,2011,3.0,Diesel,Estate,1.6L,Manual
Honda Jazz,1595,97000,2007,7.0,Petrol,Hatchback,1.2L,Manual
Vauxhall Corsa,2499,75000,2010,2.0,Petrol,Hatchback,1.0L,Manual
Ford Fiesta,1795,136404,2008,4.0,Petrol,Hatchback,1.6L,Manual
KIA Ceed,2350,99500,2010,1.0,Petrol,Hatchback,1.4L,Manual
Peugeot 207,1990,81000,2012,4.0,Petrol,Hatchback,1.4L,Manual
MINI Hatch,11999,33156,2018,1.0,Petrol,Hatchback,1.5L,Manual
Volvo C30,2489,140000,2011,3.0,Diesel,Coupe,1.6L,Manual
Ford Fiesta,2500,113750,2010,6.0,Diesel,Hatchback,1.6L,Manual
Peugeot 308,999,91000,2010,1.0,Petrol,Hatchback,1.6L,Manual
Toyota Verso,1575,118000,2010,3.0,Diesel,MPV,2.0L,Manual
SEAT Ibiza,3499,136000,2011,5.0,Petrol,Hatchback,1.4L,Automatic
Citroen C3 Picasso,2495,88000,2009,3.0,Diesel,MPV,1.6L,Manual
MINI Hatch,1800,91000,2009,5.0,Petrol,Hatchback,1.4L,Manual
Vauxhall Corsa,1999,70345,2011,5.0,Petrol,Hatchback,1.2L,Manual
Honda Civic,1895,126000,2008,3.0,Petrol,Hatchback,1.8L,Manual
Ford Fiesta,3250,129000,2015,1.0,Diesel,Hatchback,1.5L,Manual
Suzuki SX4,2499,52000,2008,2.0,Petrol,SUV,1.6L,Manual
Mitsubishi Outlander,795,98000,2012,5.0,Diesel,SUV,2.2L,Manual
Vauxhall Astra,795,89000,2003,3.0,Petrol,Hatchback,1.6L,Manual
Suzuki Swift,2199,77186,2009,3.0,Petrol,Hatchback,1.3L,Manual
Ford Focus,1000,92187,2002,3.0,Petrol,Hatchback,1.6L,Manual
Nissan Note,1490,163000,2012,5.0,Diesel,Hatchback,1.5L,Manual
Renault Clio,2350,75000,2012,3.0,Petrol,Hatchback,1.2L,Manual
Jeep Patriot,1000,112654,2008,4.0,Diesel,SUV,2.0L,Manual
Ford Grand C-max,3499,105649,2011,3.0,Diesel,MPV,2.0L,Automatic
Vauxhall Antara,2800,121520,2014,4.0,Diesel,SUV,2.2L,Manual
Peugeot 5008,2350,146000,2010,3.0,Diesel,MPV,2.0L,Automatic
Toyota Verso,1575,118000,2010,3.0,Diesel,MPV,2.0L,Manual
Suzuki Swift,10707,11589,2020,1.0,Petrol Hybrid,Hatchback,1.2L,Manual
BMW 3 Series,1995,208000,2009,4.0,Diesel,Coupe,3.0L,Automatic
Peugeot 607,2200,135634,2007,5.0,Diesel,Saloon,2.0L,Manual
Vauxhall Corsa,1850,88000,2009,4.0,Petrol,Hatchback,1.2L,Manual
Suzuki Swift,975,139215,2007,3.0,Petrol,Hatchback,1.3L,Manual
Nissan Qashqai+2,2989,140000,2010,2.0,Petrol,SUV,1.6L,Manual
Mitsubishi Outlander,795,98000,2012,5.0,Diesel,SUV,2.2L,Manual
Vauxhall Astra,4999,60139,2015,2.0,Petrol,Hatchback,1.6L,Manual
Vauxhall Zafira,1995,82000,2009,7.0,Diesel,MPV,1.9L,Automatic
Alfa Romeo Mito,1690,135000,2012,4.0,Diesel,Hatchback,1.3L,Manual
Vauxhall Astra,1990,121000,2012,1.0,Diesel,Estate,2.0L,Manual
BMW 1 Series,2950,140049,2013,2.0,Diesel,Hatchback,2.0L,Manual
Honda Civic,1995,66700,2010,7.0,Petrol,Hatchback,1.4L,Manual
Ford Fiesta,1290,119000,2004,6.0,Petrol,Hatchback,1.4L,Manual
Volkswagen Golf,1995,127000,2009,5.0,Petrol,Hatchback,1.4L,Manual
Toyota Auris,1295,158469,2008,4.0,Diesel,Hatchback,2.0L,Manual
Mercedes-Benz C Class,1250,170000,2007,5.0,Petrol,Saloon,1.8L,Automatic
Hyundai Getz,990,121000,2003,4.0,Petrol,Hatchback,1.3L,Manual
Peugeot 207,1250,110000,2007,4.0,Petrol,Hatchback,1.4L,Manual
SEAT Leon,5495,128000,2013,1.0,Diesel,Hatchback,2.0L,Manual
Mitsubishi Outlander,795,98000,2012,5.0,Diesel,SUV,2.2L,Manual
Vauxhall Astra,4999,60139,2015,2.0,Petrol,Hatchback,1.6L,Manual
SEAT Leon,5495,128000,2013,1.0,Diesel,Hatchback,2.0L,Manual
Suzuki Swift,975,139215,2007,3.0,Petrol,Hatchback,1.3L,Manual
Vauxhall Insignia,2490,164400,2014,4.0,Diesel,Estate,2.0L,Manual
Vauxhall Corsa,1990,75000,2008,3.0,Petrol,Hatchback,1.2L,Manual
Citroen C3,1999,130460,2010,4.0,Petrol,Hatchback,1.4L,Manual
Jeep Patriot,1000,112654,2008,4.0,Diesel,SUV,2.0L,Manual
Vauxhall Astra,4999,60139,2015,2.0,Petrol,Hatchback,1.6L,Manual
Honda Cr-v,2500,165350,2010,4.0,Diesel,SUV,2.2L,Manual
Mazda Mazda3,2495,100367,2009,2.0,Diesel,Hatchback,2.2L,Manual
MINI Hatch,3495,81000,2005,6.0,Petrol,Hatchback,1.6L,Manual
SKODA Fabia,2390,64000,2008,4.0,Petrol,Hatchback,1.2L,Manual
Suzuki Swift,2299,89204,2009,5.0,Petrol,Hatchback,1.3L,Manual
Toyota Verso,1575,118000,2010,3.0,Diesel,MPV,2.0L,Manual
Vauxhall Astra,4999,60139,2015,2.0,Petrol,Hatchback,1.6L,Manual
Vauxhall Astra GTC,7495,50312,2015,3.0,Petrol,Coupe,1.4L,Manual
Hyundai i20,2945,88000,2012,3.0,Petrol,Hatchback,1.2L,Manual
Nissan Note,1970,115600,2010,5.0,Diesel,Hatchback,1.5L,Manual
Suzuki SX4 S-Cross,2500,87000,2014,3.0,Petrol,SUV,1.6L,Manual
Volkswagen EOS,2490,84000,2007,2.0,Petrol,Convertible,2.0L,Manual
Mitsubishi Outlander,795,98000,2012,5.0,Diesel,SUV,2.2L,Manual
Vauxhall Astra,4999,60139,2015,2.0,Petrol,Hatchback,1.6L,Manual
Suzuki Swift,10707,11589,2020,1.0,Petrol Hybrid,Hatchback,1.2L,Manual
Citroen C3 Picasso,1750,117000,2009,3.0,Diesel,MPV,1.6L,Manual
Nissan Qashqai,7995,67000,2015,3.0,Petrol,SUV,1.2L,Manual
BMW 1 Series,2249,59100,2010,2.0,Petrol,Hatchback,2.0L,Manual
Vauxhall Zafira,1295,136250,2006,2.0,Diesel,MPV,1.9L,Manual
KIA RIO,1995,100000,2012,5.0,Petrol,Hatchback,1.3L,Manual
Vauxhall Astra,4995,78557,2016,1.0,Diesel,Hatchback,1.6L,Manual
Fiat 500,2000,85089,2008,6.0,Petrol,Hatchback,1.2L,Manual
Vauxhall Astra,4999,60139,2015,2.0,Petrol,Hatchback,1.6L,Manual
MINI Hatch,11999,33156,2018,1.0,Petrol,Hatchback,1.5L,Manual
Mitsubishi Outlander,2790,122000,2012,5.0,Diesel,SUV,2.2L,Manual
Vauxhall Corsa,1850,88000,2009,4.0,Petrol,Hatchback,1.2L,Manual
Vauxhall Corsa,1995,126000,2013,2.0,Diesel,Hatchback,1.3L,Manual
KIA Optima,4800,138676,2013,3.0,Diesel,Saloon,1.7L,Automatic
Toyota Auris,1295,158469,2008,4.0,Diesel,Hatchback,2.0L,Manual
Ford Fiesta,4800,80000,2015,3.0,Petrol,Hatchback,1.0L,Manual
Renault Megane,2999,80000,2011,3.0,Diesel,Convertible,1.9L,Manual
Peugeot 207,1990,81000,2012,4.0,Petrol,Hatchback,1.4L,Manual
MINI Hatch,11999,33156,2018,1.0,Petrol,Hatchback,1.5L,Manual
Vauxhall Astra,4999,60139,2015,2.0,Petrol,Hatchback,1.6L,Manual
Renault Megane,1989,79000,2010,4.0,Petrol,Hatchback,1.6L,Manual
Peugeot 207,1595,86118,2008,1.0,Petrol,Convertible,1.6L,Manual
Audi A3,2995,122000,2008,5.0,Petrol,Hatchback,1.8L,Automatic
Citroen C1,1999,69783,2008,5.0,Petrol,Hatchback,1.0L,Manual
Renault Megane,2489,129000,2013,4.0,Diesel,Hatchback,1.5L,Manual
Volkswagen Polo,1499,120000,2009,4.0,Petrol,Hatchback,1.2L,Manual
Vauxhall Astra,4999,60139,2015,2.0,Petrol,Hatchback,1.6L,Manual
Vauxhall Astra,4999,60139,2015,2.0,Petrol,Hatchback,1.6L,Manual
Jeep Cherokee,2750,100000,2004,3.0,Petrol,SUV,3.7L,Automatic
Honda Prelude,2475,156097,1998,2.0,Petrol,Coupe,2.2L,Automatic
Nissan Qashqai,1695,104000,2009,3.0,Petrol,Hatchback,1.6L,Manual
Renault Megane,1395,76202,2006,4.0,Petrol,Hatchback,1.6L,Manual
Vauxhall Corsa,2000,82160,2013,7.0,Petrol,Hatchback,1.2L,Manual
